episode,loss,accuracy
0,17.60524082183838,0.6813333333333333
1,16.462931632995605,0.6653333333333333
2,15.350019931793213,0.6913333333333334
3,15.484021186828613,0.7093333333333334
4,15.071707963943481,0.7146666666666667
5,14.709264993667603,0.7186666666666667
6,14.627018928527832,0.7333333333333333
7,14.358859300613403,0.7133333333333334
8,14.08510971069336,0.7153333333333334
9,13.234994173049927,0.744
